<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.10.15	1.30854	1.31815	1.30811	1.31514	103656	164792	1
2018.10.16	1.31514	1.32362	1.31350	1.31767	102400	153219	1
2018.10.17	1.31768	1.31923	1.30993	1.31128	100287	148298	1
2018.10.18	1.31115	1.31311	1.30158	1.30168	102683	151851	1
2018.10.19	1.30168	1.31037	1.30109	1.30666	99130	145412	1
2018.10.22	1.30703	1.30899	1.29562	1.29564	95989	143054	1
2018.10.23	1.29563	1.30439	1.29368	1.29819	111044	166926	1
2018.10.24	1.29819	1.29904	1.28668	1.28792	114648	171004	1
2018.10.25	1.28798	1.29192	1.27968	1.28162	113424	167897	1
2018.10.26	1.28162	1.28411	1.27772	1.28260	127121	193633	1
2018.10.29	1.28212	1.28528	1.27918	1.27919	95789	141824	1
2018.10.30	1.27916	1.28123	1.26956	1.27066	98580	145589	1
2018.10.31	1.27066	1.28303	1.26905	1.27644	100639	147641	1
2018.11.01	1.27648	1.30349	1.27629	1.30009	120450	171779	1
2018.11.02	1.30003	1.30406	1.29513	1.29617	107485	160667	1
2018.11.05	1.30210	1.30553	1.29641	1.30398	92268	136978	1
2018.11.06	1.30395	1.31070	1.30208	1.30950	100358	143807	1
2018.11.07	1.30951	1.31744	1.30731	1.31219	131470	191065	1
2018.11.08	1.31230	1.31496	1.30447	1.30607	110832	163189	1
2018.11.09	1.30607	1.30701	1.29580	1.29729	103583	153671	1
2018.11.12	1.29130	1.29465	1.28271	1.28476	120866	173489	1
2018.11.13	1.28463	1.30469	1.28350	1.29675	125647	196047	1
2018.11.14	1.29729	1.30718	1.28798	1.29861	148364	219012	1
2018.11.15	1.29853	1.30298	1.27232	1.27688	172829	237184	1
2018.11.16	1.27691	1.28773	1.27594	1.28261	133707	189760	1
2018.11.19	1.28443	1.28835	1.27939	1.28496	105765	155505	1
2018.11.20	1.28554	1.28826	1.27760	1.27862	108673	166680	1
2018.11.21	1.27860	1.28193	1.27638	1.27743	99526	145851	1
2018.11.22	1.27744	1.29270	1.27674	1.28752	92995	126843	1
2018.11.23	1.28750	1.28821	1.27981	1.28006	91786	134148	1
2018.11.26	1.28215	1.28637	1.27955	1.28068	95924	139943	1
2018.11.27	1.28045	1.28194	1.27249	1.27420	131535	191297	1
2018.11.28	1.27409	1.28467	1.27306	1.28232	115002	171560	1
2018.11.29	1.28231	1.28494	1.27551	1.27850	111177	167466	1
2018.11.30	1.27850	1.28092	1.27350	1.27509	109913	165144	1
2018.12.03	1.27644	1.28242	1.26985	1.27232	103791	151336	1
2018.12.04	1.27233	1.28394	1.26582	1.27149	123169	180122	1
2018.12.05	1.27160	1.27980	1.26717	1.27319	107537	155935	1
2018.12.06	1.27318	1.28118	1.26992	1.27817	129510	193467	1
2018.12.07	1.27816	1.27900	1.27100	1.27296	102475	154359	1
2018.12.10	1.27048	1.27598	1.25065	1.25595	127680	186669	1
2018.12.11	1.25568	1.26382	1.24796	1.24837	124550	182834	1
2018.12.12	1.24823	1.26712	1.24766	1.26288	139394	202538	1
2018.12.13	1.26288	1.26861	1.26072	1.26509	104227	149774	1
2018.12.14	1.26504	1.26648	1.25290	1.25813	109129	163870	1
2018.12.17	1.26008	1.26470	1.25629	1.26199	112260	173529	1
2018.12.18	1.26144	1.27053	1.26099	1.26374	111134	171078	1
2018.12.19	1.26332	1.26787	1.26064	1.26097	168546	249516	1
2018.12.20	1.26097	1.27073	1.26072	1.26541	209140	314050	1
2018.12.21	1.26541	1.26977	1.26173	1.26247	208481	312226	1
2018.12.24	1.26452	1.27382	1.26344	1.27005	160842	229088	1
2018.12.25	1.26947	1.27077	1.26465	1.26544	3705	4358	6
2018.12.26	1.26749	1.27186	1.26304	1.26317	98762	133779	1
2018.12.27	1.26314	1.26745	1.26157	1.26416	225975	330108	1
2018.12.28	1.26414	1.27080	1.26348	1.26943	127887	193561	1
2018.12.31	1.26918	1.28145	1.26799	1.27526	114459	170297	1
2019.01.02	1.27459	1.27729	1.25808	1.26060	163415	238752	1
2019.01.03	1.26060	1.26472	1.24250	1.26278	182833	268910	1
2019.01.04	1.26268	1.27443	1.26157	1.27170	172398	260005	1
2019.01.07	1.27187	1.27867	1.27113	1.27750	125149	189131	1
2019.01.08	1.27730	1.27970	1.27066	1.27133	136199	206027	1
2019.01.09	1.27122	1.28033	1.27068	1.27882	180446	279604	1
2019.01.10	1.27889	1.28008	1.27278	1.27418	162484	243276	1
2019.01.11	1.27418	1.28655	1.27096	1.28347	169924	247108	1
2019.01.14	1.28516	1.29304	1.28187	1.28582	159974	235512	1
2019.01.15	1.28582	1.29156	1.26688	1.28589	190135	273333	1
2019.01.16	1.28574	1.28971	1.28247	1.28774	156511	226601	1
2019.01.17	1.28774	1.30006	1.28319	1.29844	154714	221521	1
2019.01.18	1.29844	1.29931	1.28567	1.28696	148075	205273	1
2019.01.21	1.28724	1.29105	1.28301	1.28906	115340	165242	1
2019.01.22	1.28905	1.29751	1.28549	1.29539	143875	213810	1
2019.01.23	1.29538	1.30807	1.29420	1.30673	158388	233207	1
2019.01.24	1.30672	1.30938	1.30120	1.30620	159394	230518	1
2019.01.25	1.30619	1.32172	1.30590	1.31984	176539	273002	1
2019.01.28	1.31837	1.32109	1.31367	1.31534	137962	202957	1
2019.01.29	1.31538	1.31995	1.30559	1.30661	189321	279955	1
2019.01.30	1.30662	1.31451	1.30539	1.31155	165108	250967	1
2019.01.31	1.31155	1.31599	1.30972	1.31062	152377	231624	1
2019.02.01	1.31062	1.31147	1.30430	1.30739	149942	218488	1
2019.02.04	1.30618	1.31034	1.30286	1.30338	144799	219241	1
2019.02.05	1.30338	1.30516	1.29245	1.29487	127679	194922	1
2019.02.06	1.29487	1.29791	1.29250	1.29285	134981	198604	1
2019.02.07	1.29285	1.29961	1.28540	1.29518	144514	215907	1
2019.02.08	1.29518	1.29759	1.29211	1.29441	115910	176998	1
2019.02.11	1.29277	1.29386	1.28447	1.28579	135721	211573	1
2019.02.12	1.28531	1.29092	1.28325	1.28913	134561	206056	1
2019.02.13	1.28913	1.29584	1.28448	1.28450	140142	222184	1
2019.02.14	1.28450	1.28774	1.27727	1.28004	144664	220892	1
2019.02.15	1.27982	1.28977	1.27844	1.28865	135984	210576	1
2019.02.18	1.29028	1.29385	1.28913	1.29208	153466	222122	1
2019.02.19	1.29180	1.30728	1.28959	1.30610	138112	211846	1
2019.02.20	1.30610	1.31088	1.30117	1.30490	150571	234784	1
2019.02.21	1.30486	1.30950	1.30259	1.30359	162305	244129	1
2019.02.22	1.30357	1.30799	1.29680	1.30494	140538	218261	1
2019.02.25	1.30713	1.31140	1.30488	1.30957	148039	230972	1
2019.02.26	1.30956	1.32878	1.30936	1.32502	199546	307774	1
2019.02.27	1.32500	1.33499	1.32330	1.33067	188675	286678	1
2019.02.28	1.33066	1.33192	1.32531	1.32613	163932	254519	1
2019.03.01	1.32608	1.32864	1.31716	1.31983	155851	239000	1
2019.03.04	1.32446	1.32541	1.31663	1.31787	153528	222103	1
2019.03.05	1.31748	1.31985	1.30975	1.31773	153272	221720	1
2019.03.06	1.31774	1.31809	1.31237	1.31687	148286	207238	1
2019.03.07	1.31681	1.31847	1.30679	1.30802	162291	233085	1
2019.03.08	1.30800	1.31083	1.29896	1.30111	157034	225198	1
2019.03.11	1.29646	1.31700	1.29604	1.31486	174858	256566	1
2019.03.12	1.31447	1.32889	1.30046	1.30710	200651	277659	1
2019.03.13	1.30710	1.33808	1.30577	1.33370	174638	253278	1
2019.03.14	1.33371	1.33385	1.32071	1.32399	188677	273686	1
2019.03.15	1.32399	1.33000	1.32023	1.32884	164831	246614	1
2019.03.18	1.32950	1.32999	1.31841	1.32528	138367	203781	1
2019.03.19	1.32529	1.33105	1.32406	1.32647	139770	205656	1
2019.03.20	1.32646	1.32723	1.31459	1.31926	185074	269288	1
2019.03.21	1.31904	1.32269	1.30039	1.31080	185496	264711	1
2019.03.22	1.31014	1.32236	1.30806	1.32058	184142	256587	1
2019.03.25	1.32127	1.32456	1.31596	1.31972	156009	228168	1
2019.03.26	1.31918	1.32613	1.31570	1.32060	155627	223526	1
2019.03.27	1.32029	1.32687	1.31660	1.31858	189954	275292	1
2019.03.28	1.31855	1.32120	1.30340	1.30377	185267	273605	1
2019.03.29	1.30376	1.31353	1.29776	1.30294	163940	234067	1
2019.04.01	1.30368	1.31496	1.30054	1.31012	155132	226483	1
2019.04.02	1.31003	1.31492	1.30131	1.31234	179769	265329	1
2019.04.03	1.31302	1.31956	1.31207	1.31556	151818	223933	1
2019.04.04	1.31518	1.31907	1.30596	1.30729	145773	227168	1
2019.04.05	1.30729	1.31216	1.29866	1.30338	125176	190428	1
2019.04.08	1.30337	1.30739	1.30197	1.30551	126921	197501	1
2019.04.09	1.30536	1.31210	1.30302	1.30479	131154	198975	1
2019.04.10	1.30414	1.31198	1.30407	1.30851	132148	197872	1
2019.04.11	1.30851	1.31090	1.30501	1.30512	116151	171672	1
2019.04.12	1.30512	1.31325	1.30502	1.30634	104366	149071	1
2019.04.15	1.30737	1.31188	1.30691	1.30967	93138	134985	1
2019.04.16	1.30871	1.31010	1.30422	1.30450	104134	143884	1
2019.04.17	1.30446	1.30669	1.30283	1.30380	102857	141467	1
2019.04.18	1.30353	1.30522	1.29784	1.29840	124078	183392	1
2019.04.19	1.29820	1.30092	1.29783	1.29815	232747	316347	1
2019.04.22	1.29892	1.29976	1.29750	1.29772	46336	65992	1
2019.04.23	1.29772	1.30188	1.29277	1.29345	98244	142145	1
2019.04.24	1.29342	1.29635	1.28875	1.28993	109889	153702	1
2019.04.25	1.28979	1.29163	1.28654	1.28967	112841	166663	1
2019.04.26	1.28970	1.29433	1.28744	1.29106	110321	149059	1
2019.04.29	1.29137	1.29467	1.29046	1.29317	85536	124533	1
2019.04.30	1.29310	1.30485	1.29237	1.30294	108204	149981	1
2019.05.01	1.30283	1.31020	1.30264	1.30493	91516	140320	1
2019.05.02	1.30481	1.30801	1.30178	1.30287	128874	194273	1
2019.05.03	1.30286	1.31762	1.29880	1.31694	99394	146788	1
2019.05.06	1.31388	1.31704	1.30810	1.30950	89692	132645	1
2019.05.07	1.30949	1.31310	1.30392	1.30736	94623	130286	1
2019.05.08	1.30736	1.30800	1.29868	1.30043	103777	149521	1
2019.05.09	1.30043	1.30355	1.29673	1.30054	96480	139364	1
2019.05.10	1.30054	1.30471	1.29908	1.29997	93764	146772	1
2019.05.13	1.29924	1.30407	1.29409	1.29557	83030	116237	1
2019.05.14	1.29552	1.29703	1.29030	1.29035	81037	116588	1
2019.05.15	1.29032	1.29229	1.28260	1.28413	83324	123545	1
2019.05.16	1.28401	1.28515	1.27878	1.27936	71248	102694	1
2019.05.17	1.27922	1.27976	1.27118	1.27150	84591	125937	1
2019.05.20	1.27331	1.27571	1.27144	1.27225	61098	96843	1
2019.05.21	1.27216	1.28137	1.26849	1.27045	90534	135356	1
2019.05.22	1.27046	1.27193	1.26239	1.26598	86625	133248	1
2019.05.23	1.26600	1.26836	1.26049	1.26555	93662	147893	1
2019.05.24	1.26555	1.27323	1.26471	1.27111	87717	134698	1
2019.05.27	1.27224	1.27476	1.26670	1.26776	79262	115947	1
2019.05.28	1.26777	1.27020	1.26500	1.26525	97198	139988	1
2019.05.29	1.26525	1.26710	1.26115	1.26255	92832	132196	1
2019.05.30	1.26254	1.26401	1.25803	1.26051	74630	109449	1
2019.05.31	1.26051	1.26443	1.25590	1.26291	94397	143328	1
2019.06.03	1.26277	1.26738	1.26102	1.26630	92853	140076	1
2019.06.04	1.26630	1.27142	1.26418	1.26954	103104	150186	1
2019.06.05	1.26952	1.27436	1.26801	1.26833	101709	149661	1
2019.06.06	1.26832	1.27419	1.26685	1.26907	101575	156329	1
2019.06.07	1.26894	1.27627	1.26878	1.27354	93270	145282	1
2019.06.10	1.27197	1.27357	1.26527	1.26829	85307	127265	1
2019.06.11	1.26826	1.27319	1.26699	1.27196	108902	169647	1
2019.06.12	1.27194	1.27583	1.26811	1.26871	104915	164922	1
2019.06.13	1.26871	1.27077	1.26618	1.26726	96890	147912	1
2019.06.14	1.26724	1.26818	1.25796	1.25891	106959	171723	1
2019.06.17	1.25784	1.26054	1.25318	1.25325	79067	116939	1
2019.06.18	1.25321	1.25643	1.25058	1.25564	116321	183617	1
2019.06.19	1.25552	1.26733	1.25423	1.26374	102513	162593	1
2019.06.20	1.26365	1.27264	1.26318	1.27002	126026	197686	1
2019.06.21	1.26955	1.27462	1.26421	1.27403	129272	201450	1
2019.06.24	1.27290	1.27665	1.27077	1.27380	86657	130950	1
2019.06.25	1.27379	1.27836	1.26715	1.26861	101166	155759	1
2019.06.26	1.26861	1.27071	1.26622	1.26854	124555	199974	1
2019.06.27	1.26855	1.27247	1.26612	1.26693	111784	173832	1
2019.06.28	1.26692	1.27345	1.26596	1.26916	103282	159748	1
2019.07.01	1.26968	1.27053	1.26316	1.26386	99054	148535	1
2019.07.02	1.26378	1.26477	1.25837	1.25922	92286	136781	1
2019.07.03	1.25922	1.26000	1.25570	1.25711	84041	128135	1
2019.07.04	1.25724	1.25911	1.25623	1.25759	73240	98839	1
